序号,时间/s,转速/rpm,扭矩/N·m,油门/%,电流/A,电压/V,电量/%,温度/℃
17927,1793.6,2000,20,0.2,20,250,0.2,20
17928,1793.7,6000,60,0.6,40,300,0.6,60
17929,1793.8,2000,20,0.2,20,250,0.2,20
17930,1793.9,6000,60,0.6,40,300,0.6,60
17931,1794.0,2000,20,0.2,20,250,0.2,20
17932,1794.1,6000,60,0.6,40,300,0.6,60
17933,1794.2,2000,20,0.2,20,250,0.2,20
17934,1794.3,6000,60,0.6,40,300,0.6,60
17935,1794.4,2000,20,0.2,20,250,0.2,20
17936,1794.5,6000,60,0.6,40,300,0.6,60
17937,1794.6,2000,20,0.2,20,250,0.2,20
17938,1794.7,6000,60,0.6,40,300,0.6,60
17939,1794.8,2000,20,0.2,20,250,0.2,20
17940,1794.9,6000,60,0.6,40,300,0.6,60
17941,1795.0,2000,20,0.2,20,250,0.2,20
17942,1795.1,6000,60,0.6,40,300,0.6,60
17943,1795.2,2000,20,0.2,20,250,0.2,20
17944,1795.3,6000,60,0.6,40,300,0.6,60
17945,1795.4,2000,20,0.2,20,250,0.2,20
17946,1795.5,6000,60,0.6,40,300,0.6,60
17947,1795.6,2000,20,0.2,20,250,0.2,20
17948,1795.7,6000,60,0.6,40,300,0.6,60
17949,1795.8,2000,20,0.2,20,250,0.2,20
17950,1795.9,6000,60,0.6,40,300,0.6,60
17951,1796.0,2000,20,0.2,20,250,0.2,20
17952,1796.1,6000,60,0.6,40,300,0.6,60
17953,1796.2,2000,20,0.2,20,250,0.2,20
17954,1796.3,6000,60,0.6,40,300,0.6,60
17955,1796.4,2000,20,0.2,20,250,0.2,20
17956,1796.5,6000,60,0.6,40,300,0.6,60
17957,1796.6,2000,20,0.2,20,250,0.2,20
17958,1796.7,6000,60,0.6,40,300,0.6,60
17959,1796.8,2000,20,0.2,20,250,0.2,20
17960,1796.9,6000,60,0.6,40,300,0.6,60
17961,1797.0,2000,20,0.2,20,250,0.2,20
17962,1797.1,6000,60,0.6,40,300,0.6,60
17963,1797.2,2000,20,0.2,20,250,0.2,20
17964,1797.3,6000,60,0.6,40,300,0.6,60
17965,1797.4,2000,20,0.2,20,250,0.2,20
17966,1797.5,6000,60,0.6,40,300,0.6,60
17967,1797.6,2000,20,0.2,20,250,0.2,20
17968,1797.7,6000,60,0.6,40,300,0.6,60
17969,1797.8,2000,20,0.2,20,250,0.2,20
17970,1797.9,6000,60,0.6,40,300,0.6,60
17971,1798.0,2000,20,0.2,20,250,0.2,20
17972,1798.1,6000,60,0.6,40,300,0.6,60
17973,1798.2,2000,20,0.2,20,250,0.2,20
17974,1798.3,6000,60,0.6,40,300,0.6,60
17975,1798.4,2000,20,0.2,20,250,0.2,20
17976,1798.5,6000,60,0.6,40,300,0.6,60
17977,1798.6,2000,20,0.2,20,250,0.2,20
17978,1798.7,6000,60,0.6,40,300,0.6,60
17979,1798.8,2000,20,0.2,20,250,0.2,20
17980,1798.9,6000,60,0.6,40,300,0.6,60
17981,1799.0,2000,20,0.2,20,250,0.2,20
17982,1799.1,6000,60,0.6,40,300,0.6,60
17983,1799.2,2000,20,0.2,20,250,0.2,20
17984,1799.3,6000,60,0.6,40,300,0.6,60
17985,1799.4,2000,20,0.2,20,250,0.2,20
17986,1799.5,6000,60,0.6,40,300,0.6,60
17987,1799.6,2000,20,0.2,20,250,0.2,20
17988,1799.7,6000,60,0.6,40,300,0.6,60
17989,1799.8,2000,20,0.2,20,250,0.2,20
17990,1799.9,6000,60,0.6,40,300,0.6,60
17991,1800.0,2000,20,0.2,20,250,0.2,20
17992,1800.1,6000,60,0.6,40,300,0.6,60
17993,1800.2,2000,20,0.2,20,250,0.2,20
17994,1800.3,6000,60,0.6,40,300,0.6,60
17995,1800.4,2000,20,0.2,20,250,0.2,20
17996,1800.5,6000,60,0.6,40,300,0.6,60
17997,1800.6,2000,20,0.2,20,250,0.2,20
17998,1800.7,6000,60,0.6,40,300,0.6,60
17999,1800.8,2000,20,0.2,20,250,0.2,20
18000,1800.9,6000,60,0.6,40,300,0.6,60
18001,1801.0,2000,20,0.2,20,250,0.2,20
18002,1801.1,6000,60,0.6,40,300,0.6,60
18003,1801.2,2000,20,0.2,20,250,0.2,20
18004,1801.3,6000,60,0.6,40,300,0.6,60
18005,1801.4,2000,20,0.2,20,250,0.2,20
18006,1801.5,6000,60,0.6,40,300,0.6,60
18007,1801.6,2000,20,0.2,20,250,0.2,20
18008,1801.7,6000,60,0.6,40,300,0.6,60
18009,1801.8,2000,20,0.2,20,250,0.2,20
18010,1801.9,6000,60,0.6,40,300,0.6,60
18011,1802.0,2000,20,0.2,20,250,0.2,20
18012,1802.1,6000,60,0.6,40,300,0.6,60
18013,1802.2,2000,20,0.2,20,250,0.2,20
18014,1802.3,6000,60,0.6,40,300,0.6,60
18015,1802.4,2000,20,0.2,20,250,0.2,20
18016,1802.5,6000,60,0.6,40,300,0.6,60
18017,1802.6,2000,20,0.2,20,250,0.2,20
18018,1802.7,6000,60,0.6,40,300,0.6,60
18019,1802.8,2000,20,0.2,20,250,0.2,20
18020,1802.9,6000,60,0.6,40,300,0.6,60
18021,1803.0,2000,20,0.2,20,250,0.2,20
18022,1803.1,6000,60,0.6,40,300,0.6,60
18023,1803.2,2000,20,0.2,20,250,0.2,20
18024,1803.3,6000,60,0.6,40,300,0.6,60
18025,1803.4,2000,20,0.2,20,250,0.2,20
18026,1803.5,6000,60,0.6,40,300,0.6,60
18027,1803.6,2000,20,0.2,20,250,0.2,20
18028,1803.7,6000,60,0.6,40,300,0.6,60
18029,1803.8,2000,20,0.2,20,250,0.2,20
18030,1803.9,6000,60,0.6,40,300,0.6,60
18031,1804.0,2000,20,0.2,20,250,0.2,20
18032,1804.1,6000,60,0.6,40,300,0.6,60
18033,1804.2,2000,20,0.2,20,250,0.2,20
18034,1804.3,6000,60,0.6,40,300,0.6,60
18035,1804.4,2000,20,0.2,20,250,0.2,20
18036,1804.5,6000,60,0.6,40,300,0.6,60
18037,1804.6,2000,20,0.2,20,250,0.2,20
18038,1804.7,6000,60,0.6,40,300,0.6,60
18039,1804.8,2000,20,0.2,20,250,0.2,20
18040,1804.9,6000,60,0.6,40,300,0.6,60
18041,1805.0,2000,20,0.2,20,250,0.2,20
18042,1805.1,6000,60,0.6,40,300,0.6,60
18043,1805.2,2000,20,0.2,20,250,0.2,20
18044,1805.3,6000,60,0.6,40,300,0.6,60
18045,1805.4,2000,20,0.2,20,250,0.2,20
18046,1805.5,6000,60,0.6,40,300,0.6,60
18047,1805.6,2000,20,0.2,20,250,0.2,20
18048,1805.7,6000,60,0.6,40,300,0.6,60
18049,1805.8,2000,20,0.2,20,250,0.2,20
18050,1805.9,6000,60,0.6,40,300,0.6,60
18051,1806.0,2000,20,0.2,20,250,0.2,20
18052,1806.1,6000,60,0.6,40,300,0.6,60
18053,1806.2,2000,20,0.2,20,250,0.2,20
18054,1806.3,6000,60,0.6,40,300,0.6,60
18055,1806.4,2000,20,0.2,20,250,0.2,20
18056,1806.5,6000,60,0.6,40,300,0.6,60
18057,1806.6,2000,20,0.2,20,250,0.2,20
18058,1806.7,6000,60,0.6,40,300,0.6,60
18059,1806.8,2000,20,0.2,20,250,0.2,20
18060,1806.9,6000,60,0.6,40,300,0.6,60
18061,1807.0,2000,20,0.2,20,250,0.2,20
18062,1807.1,6000,60,0.6,40,300,0.6,60
18063,1807.2,2000,20,0.2,20,250,0.2,20
18064,1807.3,6000,60,0.6,40,300,0.6,60
18065,1807.4,2000,20,0.2,20,250,0.2,20
18066,1807.5,6000,60,0.6,40,300,0.6,60
18067,1807.6,2000,20,0.2,20,250,0.2,20
18068,1807.7,6000,60,0.6,40,300,0.6,60
18069,1807.8,2000,20,0.2,20,250,0.2,20
18070,1807.9,6000,60,0.6,40,300,0.6,60
18071,1808.0,2000,20,0.2,20,250,0.2,20
18072,1808.1,6000,60,0.6,40,300,0.6,60
18073,1808.2,2000,20,0.2,20,250,0.2,20
18074,1808.3,6000,60,0.6,40,300,0.6,60
18075,1808.4,2000,20,0.2,20,250,0.2,20
18076,1808.5,6000,60,0.6,40,300,0.6,60
18077,1808.6,2000,20,0.2,20,250,0.2,20
18078,1808.7,6000,60,0.6,40,300,0.6,60
18079,1808.8,2000,20,0.2,20,250,0.2,20
18080,1808.9,6000,60,0.6,40,300,0.6,60
18081,1809.0,2000,20,0.2,20,250,0.2,20
18082,1809.1,6000,60,0.6,40,300,0.6,60
18083,1809.2,2000,20,0.2,20,250,0.2,20
18084,1809.3,6000,60,0.6,40,300,0.6,60
18085,1809.4,2000,20,0.2,20,250,0.2,20
18086,1809.5,6000,60,0.6,40,300,0.6,60
18087,1809.6,2000,20,0.2,20,250,0.2,20
18088,1809.7,6000,60,0.6,40,300,0.6,60
18089,1809.8,2000,20,0.2,20,250,0.2,20
18090,1809.9,6000,60,0.6,40,300,0.6,60
18091,1810.0,2000,20,0.2,20,250,0.2,20
18092,1810.1,6000,60,0.6,40,300,0.6,60
18093,1810.2,2000,20,0.2,20,250,0.2,20
18094,1810.3,6000,60,0.6,40,300,0.6,60
18095,1810.4,2000,20,0.2,20,250,0.2,20
18096,1810.5,6000,60,0.6,40,300,0.6,60
18097,1810.6,2000,20,0.2,20,250,0.2,20
18098,1810.7,6000,60,0.6,40,300,0.6,60
18099,1810.8,2000,20,0.2,20,250,0.2,20
18100,1810.9,6000,60,0.6,40,300,0.6,60
18101,1811.0,2000,20,0.2,20,250,0.2,20
18102,1811.1,6000,60,0.6,40,300,0.6,60
18103,1811.2,2000,20,0.2,20,250,0.2,20
18104,1811.3,6000,60,0.6,40,300,0.6,60
18105,1811.4,2000,20,0.2,20,250,0.2,20
18106,1811.5,6000,60,0.6,40,300,0.6,60
18107,1811.6,2000,20,0.2,20,250,0.2,20
18108,1811.7,6000,60,0.6,40,300,0.6,60
18109,1811.8,2000,20,0.2,20,250,0.2,20
18110,1811.9,6000,60,0.6,40,300,0.6,60
18111,1812.0,2000,20,0.2,20,250,0.2,20
18112,1812.1,6000,60,0.6,40,300,0.6,60
18113,1812.2,2000,20,0.2,20,250,0.2,20
18114,1812.3,6000,60,0.6,40,300,0.6,60
18115,1812.4,2000,20,0.2,20,250,0.2,20
18116,1812.5,6000,60,0.6,40,300,0.6,60
18117,1812.6,2000,20,0.2,20,250,0.2,20
18118,1812.7,6000,60,0.6,40,300,0.6,60
18119,1812.8,2000,20,0.2,20,250,0.2,20
18120,1812.9,6000,60,0.6,40,300,0.6,60
18121,1813.0,2000,20,0.2,20,250,0.2,20
18122,1813.1,6000,60,0.6,40,300,0.6,60
18123,1813.2,2000,20,0.2,20,250,0.2,20
18124,1813.3,6000,60,0.6,40,300,0.6,60
18125,1813.4,2000,20,0.2,20,250,0.2,20
18126,1813.5,6000,60,0.6,40,300,0.6,60
18127,1813.6,2000,20,0.2,20,250,0.2,20
18128,1813.7,6000,60,0.6,40,300,0.6,60
18129,1813.8,2000,20,0.2,20,250,0.2,20
18130,1813.9,6000,60,0.6,40,300,0.6,60
18131,1814.0,2000,20,0.2,20,250,0.2,20
18132,1814.1,6000,60,0.6,40,300,0.6,60
18133,1814.2,2000,20,0.2,20,250,0.2,20
18134,1814.3,6000,60,0.6,40,300,0.6,60
18135,1814.4,2000,20,0.2,20,250,0.2,20
18136,1814.5,6000,60,0.6,40,300,0.6,60
18137,1814.6,2000,20,0.2,20,250,0.2,20
18138,1814.7,6000,60,0.6,40,300,0.6,60
18139,1814.8,2000,20,0.2,20,250,0.2,20
18140,1814.9,6000,60,0.6,40,300,0.6,60
18141,1815.0,2000,20,0.2,20,250,0.2,20
18142,1815.1,6000,60,0.6,40,300,0.6,60
18143,1815.2,2000,20,0.2,20,250,0.2,20
18144,1815.3,6000,60,0.6,40,300,0.6,60
18145,1815.4,2000,20,0.2,20,250,0.2,20
18146,1815.5,6000,60,0.6,40,300,0.6,60
18147,1815.6,2000,20,0.2,20,250,0.2,20
18148,1815.7,6000,60,0.6,40,300,0.6,60
18149,1815.8,2000,20,0.2,20,250,0.2,20
18150,1815.9,6000,60,0.6,40,300,0.6,60
18151,1816.0,2000,20,0.2,20,250,0.2,20
18152,1816.1,6000,60,0.6,40,300,0.6,60
18153,1816.2,2000,20,0.2,20,250,0.2,20
18154,1816.3,6000,60,0.6,40,300,0.6,60
18155,1816.4,2000,20,0.2,20,250,0.2,20
18156,1816.5,6000,60,0.6,40,300,0.6,60
18157,1816.6,2000,20,0.2,20,250,0.2,20
18158,1816.7,6000,60,0.6,40,300,0.6,60
18159,1816.8,2000,20,0.2,20,250,0.2,20
18160,1816.9,6000,60,0.6,40,300,0.6,60
18161,1817.0,2000,20,0.2,20,250,0.2,20
18162,1817.1,6000,60,0.6,40,300,0.6,60
18163,1817.2,2000,20,0.2,20,250,0.2,20
18164,1817.3,6000,60,0.6,40,300,0.6,60
18165,1817.4,2000,20,0.2,20,250,0.2,20
18166,1817.5,6000,60,0.6,40,300,0.6,60
18167,1817.6,2000,20,0.2,20,250,0.2,20
18168,1817.7,6000,60,0.6,40,300,0.6,60
18169,1817.8,2000,20,0.2,20,250,0.2,20
18170,1817.9,6000,60,0.6,40,300,0.6,60
18171,1818.0,2000,20,0.2,20,250,0.2,20
18172,1818.1,6000,60,0.6,40,300,0.6,60
18173,1818.2,2000,20,0.2,20,250,0.2,20
18174,1818.3,6000,60,0.6,40,300,0.6,60
18175,1818.4,2000,20,0.2,20,250,0.2,20
18176,1818.5,6000,60,0.6,40,300,0.6,60
18177,1818.6,2000,20,0.2,20,250,0.2,20
18178,1818.7,6000,60,0.6,40,300,0.6,60
18179,1818.8,2000,20,0.2,20,250,0.2,20
18180,1818.9,6000,60,0.6,40,300,0.6,60
18181,1819.0,2000,20,0.2,20,250,0.2,20
18182,1819.1,6000,60,0.6,40,300,0.6,60
18183,1819.2,2000,20,0.2,20,250,0.2,20
18184,1819.3,6000,60,0.6,40,300,0.6,60
18185,1819.4,2000,20,0.2,20,250,0.2,20
18186,1819.5,6000,60,0.6,40,300,0.6,60
18187,1819.6,2000,20,0.2,20,250,0.2,20
18188,1819.7,6000,60,0.6,40,300,0.6,60
18189,1819.8,2000,20,0.2,20,250,0.2,20
18190,1819.9,6000,60,0.6,40,300,0.6,60
18191,1820.0,2000,20,0.2,20,250,0.2,20
18192,1820.1,6000,60,0.6,40,300,0.6,60
18193,1820.2,2000,20,0.2,20,250,0.2,20
18194,1820.3,6000,60,0.6,40,300,0.6,60
18195,1820.4,2000,20,0.2,20,250,0.2,20
18196,1820.5,6000,60,0.6,40,300,0.6,60
18197,1820.6,2000,20,0.2,20,250,0.2,20
18198,1820.7,6000,60,0.6,40,300,0.6,60
18199,1820.8,2000,20,0.2,20,250,0.2,20
18200,1820.9,6000,60,0.6,40,300,0.6,60
18201,1821.0,2000,20,0.2,20,250,0.2,20
18202,1821.1,6000,60,0.6,40,300,0.6,60
18203,1821.2,2000,20,0.2,20,250,0.2,20
18204,1821.3,6000,60,0.6,40,300,0.6,60
18205,1821.4,2000,20,0.2,20,250,0.2,20
18206,1821.5,6000,60,0.6,40,300,0.6,60
18207,1821.6,2000,20,0.2,20,250,0.2,20
18208,1821.7,6000,60,0.6,40,300,0.6,60
18209,1821.8,2000,20,0.2,20,250,0.2,20
18210,1821.9,6000,60,0.6,40,300,0.6,60
18211,1822.0,2000,20,0.2,20,250,0.2,20
18212,1822.1,6000,60,0.6,40,300,0.6,60
18213,1822.2,2000,20,0.2,20,250,0.2,20
18214,1822.3,6000,60,0.6,40,300,0.6,60
18215,1822.4,2000,20,0.2,20,250,0.2,20
18216,1822.5,6000,60,0.6,40,300,0.6,60
18217,1822.6,2000,20,0.2,20,250,0.2,20
18218,1822.7,6000,60,0.6,40,300,0.6,60
18219,1822.8,2000,20,0.2,20,250,0.2,20
18220,1822.9,6000,60,0.6,40,300,0.6,60
18221,1823.0,2000,20,0.2,20,250,0.2,20
18222,1823.1,6000,60,0.6,40,300,0.6,60
18223,1823.2,2000,20,0.2,20,250,0.2,20
18224,1823.3,6000,60,0.6,40,300,0.6,60
18225,1823.4,2000,20,0.2,20,250,0.2,20
18226,1823.5,6000,60,0.6,40,300,0.6,60
18227,1823.6,2000,20,0.2,20,250,0.2,20
18228,1823.7,6000,60,0.6,40,300,0.6,60
18229,1823.8,2000,20,0.2,20,250,0.2,20
18230,1823.9,6000,60,0.6,40,300,0.6,60
18231,1824.0,2000,20,0.2,20,250,0.2,20
18232,1824.1,6000,60,0.6,40,300,0.6,60
18233,1824.2,2000,20,0.2,20,250,0.2,20
18234,1824.3,6000,60,0.6,40,300,0.6,60
18235,1824.4,2000,20,0.2,20,250,0.2,20
18236,1824.5,6000,60,0.6,40,300,0.6,60
18237,1824.6,2000,20,0.2,20,250,0.2,20
18238,1824.7,6000,60,0.6,40,300,0.6,60
18239,1824.8,2000,20,0.2,20,250,0.2,20
18240,1824.9,6000,60,0.6,40,300,0.6,60
18241,1825.0,2000,20,0.2,20,250,0.2,20
18242,1825.1,6000,60,0.6,40,300,0.6,60
18243,1825.2,2000,20,0.2,20,250,0.2,20
18244,1825.3,6000,60,0.6,40,300,0.6,60
18245,1825.4,2000,20,0.2,20,250,0.2,20
18246,1825.5,6000,60,0.6,40,300,0.6,60
18247,1825.6,2000,20,0.2,20,250,0.2,20
18248,1825.7,6000,60,0.6,40,300,0.6,60
18249,1825.8,2000,20,0.2,20,250,0.2,20
18250,1825.9,6000,60,0.6,40,300,0.6,60
18251,1826.0,2000,20,0.2,20,250,0.2,20
18252,1826.1,6000,60,0.6,40,300,0.6,60
18253,1826.2,2000,20,0.2,20,250,0.2,20
18254,1826.3,6000,60,0.6,40,300,0.6,60
18255,1826.4,2000,20,0.2,20,250,0.2,20
18256,1826.5,6000,60,0.6,40,300,0.6,60
18257,1826.6,2000,20,0.2,20,250,0.2,20
18258,1826.7,6000,60,0.6,40,300,0.6,60
18259,1826.8,2000,20,0.2,20,250,0.2,20
18260,1826.9,6000,60,0.6,40,300,0.6,60
18261,1827.0,2000,20,0.2,20,250,0.2,20
18262,1827.1,6000,60,0.6,40,300,0.6,60
18263,1827.2,2000,20,0.2,20,250,0.2,20
18264,1827.3,6000,60,0.6,40,300,0.6,60
18265,1827.4,2000,20,0.2,20,250,0.2,20
18266,1827.5,6000,60,0.6,40,300,0.6,60
18267,1827.6,2000,20,0.2,20,250,0.2,20
18268,1827.7,6000,60,0.6,40,300,0.6,60
18269,1827.8,2000,20,0.2,20,250,0.2,20
18270,1827.9,6000,60,0.6,40,300,0.6,60
18271,1828.0,2000,20,0.2,20,250,0.2,20
18272,1828.1,6000,60,0.6,40,300,0.6,60
18273,1828.2,2000,20,0.2,20,250,0.2,20
18274,1828.3,6000,60,0.6,40,300,0.6,60
18275,1828.4,2000,20,0.2,20,250,0.2,20
18276,1828.5,6000,60,0.6,40,300,0.6,60
18277,1828.6,2000,20,0.2,20,250,0.2,20
18278,1828.7,6000,60,0.6,40,300,0.6,60
18279,1828.8,2000,20,0.2,20,250,0.2,20
18280,1828.9,6000,60,0.6,40,300,0.6,60
18281,1829.0,2000,20,0.2,20,250,0.2,20
18282,1829.1,6000,60,0.6,40,300,0.6,60
18283,1829.2,2000,20,0.2,20,250,0.2,20
18284,1829.3,6000,60,0.6,40,300,0.6,60
18285,1829.4,2000,20,0.2,20,250,0.2,20
18286,1829.5,6000,60,0.6,40,300,0.6,60
18287,1829.6,2000,20,0.2,20,250,0.2,20
18288,1829.7,6000,60,0.6,40,300,0.6,60
18289,1829.8,2000,20,0.2,20,250,0.2,20
18290,1829.9,6000,60,0.6,40,300,0.6,60
18291,1830.0,2000,20,0.2,20,250,0.2,20
18292,1830.1,6000,60,0.6,40,300,0.6,60
18293,1830.2,2000,20,0.2,20,250,0.2,20
18294,1830.3,6000,60,0.6,40,300,0.6,60
18295,1830.4,2000,20,0.2,20,250,0.2,20
18296,1830.5,6000,60,0.6,40,300,0.6,60
18297,1830.6,2000,20,0.2,20,250,0.2,20
18298,1830.7,6000,60,0.6,40,300,0.6,60
18299,1830.8,2000,20,0.2,20,250,0.2,20
18300,1830.9,6000,60,0.6,40,300,0.6,60
18301,1831.0,2000,20,0.2,20,250,0.2,20
18302,1831.1,6000,60,0.6,40,300,0.6,60
18303,1831.2,2000,20,0.2,20,250,0.2,20
18304,1831.3,6000,60,0.6,40,300,0.6,60
18305,1831.4,2000,20,0.2,20,250,0.2,20
18306,1831.5,6000,60,0.6,40,300,0.6,60
18307,1831.6,2000,20,0.2,20,250,0.2,20
18308,1831.7,6000,60,0.6,40,300,0.6,60
18309,1831.8,2000,20,0.2,20,250,0.2,20
18310,1831.9,6000,60,0.6,40,300,0.6,60
18311,1832.0,2000,20,0.2,20,250,0.2,20
18312,1832.1,6000,60,0.6,40,300,0.6,60
18313,1832.2,2000,20,0.2,20,250,0.2,20
18314,1832.3,6000,60,0.6,40,300,0.6,60
18315,1832.4,2000,20,0.2,20,250,0.2,20
18316,1832.5,6000,60,0.6,40,300,0.6,60
18317,1832.6,2000,20,0.2,20,250,0.2,20
18318,1832.7,6000,60,0.6,40,300,0.6,60
18319,1832.8,2000,20,0.2,20,250,0.2,20
18320,1832.9,6000,60,0.6,40,300,0.6,60
18321,1833.0,2000,20,0.2,20,250,0.2,20
18322,1833.1,6000,60,0.6,40,300,0.6,60
18323,1833.2,2000,20,0.2,20,250,0.2,20
18324,1833.3,6000,60,0.6,40,300,0.6,60
18325,1833.4,2000,20,0.2,20,250,0.2,20
18326,1833.5,6000,60,0.6,40,300,0.6,60
18327,1833.6,2000,20,0.2,20,250,0.2,20
18328,1833.7,6000,60,0.6,40,300,0.6,60
18329,1833.8,2000,20,0.2,20,250,0.2,20
18330,1833.9,6000,60,0.6,40,300,0.6,60
18331,1834.0,2000,20,0.2,20,250,0.2,20
18332,1834.1,6000,60,0.6,40,300,0.6,60
18333,1834.2,2000,20,0.2,20,250,0.2,20
18334,1834.3,6000,60,0.6,40,300,0.6,60
18335,1834.4,2000,20,0.2,20,250,0.2,20
18336,1834.5,6000,60,0.6,40,300,0.6,60
18337,1834.6,2000,20,0.2,20,250,0.2,20
18338,1834.7,6000,60,0.6,40,300,0.6,60
18339,1834.8,2000,20,0.2,20,250,0.2,20
18340,1834.9,6000,60,0.6,40,300,0.6,60
18341,1835.0,2000,20,0.2,20,250,0.2,20
18342,1835.1,6000,60,0.6,40,300,0.6,60
18343,1835.2,2000,20,0.2,20,250,0.2,20
18344,1835.3,6000,60,0.6,40,300,0.6,60
18345,1835.4,2000,20,0.2,20,250,0.2,20
18346,1835.5,6000,60,0.6,40,300,0.6,60
18347,1835.6,2000,20,0.2,20,250,0.2,20
18348,1835.7,6000,60,0.6,40,300,0.6,60
18349,1835.8,2000,20,0.2,20,250,0.2,20
18350,1835.9,6000,60,0.6,40,300,0.6,60
18351,1836.0,2000,20,0.2,20,250,0.2,20
18352,1836.1,6000,60,0.6,40,300,0.6,60
18353,1836.2,2000,20,0.2,20,250,0.2,20
18354,1836.3,6000,60,0.6,40,300,0.6,60
18355,1836.4,2000,20,0.2,20,250,0.2,20
18356,1836.5,6000,60,0.6,40,300,0.6,60
18357,1836.6,2000,20,0.2,20,250,0.2,20
18358,1836.7,6000,60,0.6,40,300,0.6,60
18359,1836.8,2000,20,0.2,20,250,0.2,20
18360,1836.9,6000,60,0.6,40,300,0.6,60
18361,1837.0,2000,20,0.2,20,250,0.2,20
18362,1837.1,6000,60,0.6,40,300,0.6,60
18363,1837.2,2000,20,0.2,20,250,0.2,20
18364,1837.3,6000,60,0.6,40,300,0.6,60
18365,1837.4,2000,20,0.2,20,250,0.2,20
18366,1837.5,6000,60,0.6,40,300,0.6,60
18367,1837.6,2000,20,0.2,20,250,0.2,20
18368,1837.7,6000,60,0.6,40,300,0.6,60
18369,1837.8,2000,20,0.2,20,250,0.2,20
18370,1837.9,6000,60,0.6,40,300,0.6,60
18371,1838.0,2000,20,0.2,20,250,0.2,20
18372,1838.1,6000,60,0.6,40,300,0.6,60
18373,1838.2,2000,20,0.2,20,250,0.2,20
18374,1838.3,6000,60,0.6,40,300,0.6,60
18375,1838.4,2000,20,0.2,20,250,0.2,20
18376,1838.5,6000,60,0.6,40,300,0.6,60
18377,1838.6,2000,20,0.2,20,250,0.2,20
18378,1838.7,6000,60,0.6,40,300,0.6,60
18379,1838.8,2000,20,0.2,20,250,0.2,20
18380,1838.9,6000,60,0.6,40,300,0.6,60
18381,1839.0,2000,20,0.2,20,250,0.2,20
18382,1839.1,6000,60,0.6,40,300,0.6,60
18383,1839.2,2000,20,0.2,20,250,0.2,20
18384,1839.3,6000,60,0.6,40,300,0.6,60
18385,1839.4,2000,20,0.2,20,250,0.2,20
18386,1839.5,6000,60,0.6,40,300,0.6,60
18387,1839.6,2000,20,0.2,20,250,0.2,20
18388,1839.7,6000,60,0.6,40,300,0.6,60
18389,1839.8,2000,20,0.2,20,250,0.2,20
18390,1839.9,6000,60,0.6,40,300,0.6,60
18391,1840.0,2000,20,0.2,20,250,0.2,20
18392,1840.1,6000,60,0.6,40,300,0.6,60
18393,1840.2,2000,20,0.2,20,250,0.2,20
18394,1840.3,6000,60,0.6,40,300,0.6,60
18395,1840.4,2000,20,0.2,20,250,0.2,20
18396,1840.5,6000,60,0.6,40,300,0.6,60
18397,1840.6,2000,20,0.2,20,250,0.2,20
18398,1840.7,6000,60,0.6,40,300,0.6,60
18399,1840.8,2000,20,0.2,20,250,0.2,20
18400,1840.9,6000,60,0.6,40,300,0.6,60
18401,1841.0,2000,20,0.2,20,250,0.2,20
18402,1841.1,6000,60,0.6,40,300,0.6,60
18403,1841.2,2000,20,0.2,20,250,0.2,20
18404,1841.3,6000,60,0.6,40,300,0.6,60
18405,1841.4,2000,20,0.2,20,250,0.2,20
18406,1841.5,6000,60,0.6,40,300,0.6,60
18407,1841.6,2000,20,0.2,20,250,0.2,20
18408,1841.7,6000,60,0.6,40,300,0.6,60
18409,1841.8,2000,20,0.2,20,250,0.2,20
18410,1841.9,6000,60,0.6,40,300,0.6,60
18411,1842.0,2000,20,0.2,20,250,0.2,20
18412,1842.1,6000,60,0.6,40,300,0.6,60
18413,1842.2,2000,20,0.2,20,250,0.2,20
18414,1842.3,6000,60,0.6,40,300,0.6,60
18415,1842.4,2000,20,0.2,20,250,0.2,20
18416,1842.5,6000,60,0.6,40,300,0.6,60
18417,1842.6,2000,20,0.2,20,250,0.2,20
18418,1842.7,6000,60,0.6,40,300,0.6,60
18419,1842.8,2000,20,0.2,20,250,0.2,20
18420,1842.9,6000,60,0.6,40,300,0.6,60
18421,1843.0,2000,20,0.2,20,250,0.2,20
18422,1843.1,6000,60,0.6,40,300,0.6,60
18423,1843.2,2000,20,0.2,20,250,0.2,20
18424,1843.3,6000,60,0.6,40,300,0.6,60
18425,1843.4,2000,20,0.2,20,250,0.2,20
18426,1843.5,6000,60,0.6,40,300,0.6,60
18427,1843.6,2000,20,0.2,20,250,0.2,20
18428,1843.7,6000,60,0.6,40,300,0.6,60
18429,1843.8,2000,20,0.2,20,250,0.2,20
18430,1843.9,6000,60,0.6,40,300,0.6,60
18431,1844.0,2000,20,0.2,20,250,0.2,20
18432,1844.1,6000,60,0.6,40,300,0.6,60
18433,1844.2,2000,20,0.2,20,250,0.2,20
18434,1844.3,6000,60,0.6,40,300,0.6,60
18435,1844.4,2000,20,0.2,20,250,0.2,20
18436,1844.5,6000,60,0.6,40,300,0.6,60
18437,1844.6,2000,20,0.2,20,250,0.2,20
18438,1844.7,6000,60,0.6,40,300,0.6,60
18439,1844.8,2000,20,0.2,20,250,0.2,20
18440,1844.9,6000,60,0.6,40,300,0.6,60
18441,1845.0,2000,20,0.2,20,250,0.2,20
18442,1845.1,6000,60,0.6,40,300,0.6,60
